,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.42270908780599115,0.0,0.0,0.0,0.42270908780599115,,0.0
1,2,0.8159001899250691,0.0,0.0,0.0,0.8165336778475263,,0.0
2,3,1.1382261778578968,0.0,0.0,0.0,1.1394372927770153,,0.0
3,4,1.3841992369225808,0.0,0.0,0.0,1.385349696197206,,0.0
4,5,1.579218079066982,0.0,0.0,0.0,1.5800536867952477,,0.0
5,6,1.732672366570233,0.0,0.0,0.0,1.733329846716556,,0.0
6,7,1.847953180105035,0.0,0.0,0.0,1.8486543876625918,,0.0
7,8,1.9284545590077844,0.0,0.0,0.0,1.9293025748052661,,0.0
8,9,1.9759768066097585,0.0,0.0,0.0,1.977028440516016,,0.0
9,10,1.9916176800696053,0.0,0.0,0.0,1.9926094255943618,,0.0
