,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.667471598065802,8.25268475842933e-32,0.0,0.6634988056061818,0.6674746983045395,,8.475330066374199e-32
1,2,1.3161215092616785,0.00027640123351567166,0.0,1.3106436519723443,1.316822916386924,,0.0002919588760338178
2,3,1.9098062379707257,0.0031405978751924274,0.0,1.9097305700853728,1.9132108032082777,,0.00311190742703547
3,4,2.43712005967229,0.012601143028144038,0.0,2.4501752263400163,2.4456278380960366,,0.012268111925574162
4,5,2.8921795588507755,0.03064326767126216,0.0,2.9244711986608602,2.90756520674259,,0.029599299132092534
5,6,3.268702322162816,0.05623429676990321,0.0,3.3238816146235024,3.2919809417088364,,0.05410949145172328
6,7,3.564276023804056,0.0858814969916297,0.0,3.6432728715941702,3.5955825102545633,,0.08264847911478398
7,8,3.776079785411134,0.11422469529042403,0.0,3.8762486963598324,3.814436489958962,,0.1101419932252466
8,9,3.903545457719112,0.1352310002470702,0.0,4.018406817515783,3.946788754846613,,0.13067007511547357
9,10,3.945860373412383,0.14309618276831018,0.0,4.066136681081073,3.9909270063741764,,0.1384440917070916
