,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.625491359725573,1.0187619153691446e-31,0.0,0.6254913597255728,0.6254913597255729,1.0804022896299906e-31,1.0343888051261814e-31
1,2,1.2331105307280532,0.00040793448870700383,0.0,1.237093552884936,1.2337956227162192,0.0002888590414394185,0.00038542227923597013
2,3,1.7877712340588945,0.0036174383233787224,0.0,1.803858571702614,1.7905115835664716,0.002436008107351463,0.003425355783447338
3,4,2.280018990930907,0.01325447288912782,0.0,2.315705496047127,2.28610008967084,0.009108567533873381,0.012602126833901911
4,5,2.7052968468033725,0.03111729420912591,0.0,2.7688415409777933,2.716164298052234,0.02161933060818062,0.029756128286174258
5,6,3.059625769927839,0.05497957886840039,0.0,3.1534208659097813,3.0757151653654144,0.036856318345270006,0.05263991100810761
6,7,3.3428816836761777,0.08093273109868986,0.0,3.468213337506301,3.364419773859278,0.0531705870027869,0.07774553411171284
7,8,3.558002266953103,0.10581339723214217,0.0,3.7126762552247974,3.5846014285890484,0.06920595351084671,0.10208298340972022
8,9,3.7086461959119257,0.12670182138831693,0.0,3.8869443457951394,3.739314139351047,0.0829250050709201,0.12271096497723907
9,10,3.79747535475112,0.14077603108031841,0.0,3.99170865854102,3.830889158410533,0.09247103886352594,0.13678858570912808
10,11,3.8268344236047027,0.14589914972332815,0.0,4.026718552562534,3.8612243302027713,0.0959931379106639,0.14193074563498984
