,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.6765259604934999,1.9921045064398187e-31,0.0,0.6765259604935,0.6765259604934999,1.3543003299494788e-31,1.7488482983488472e-31
1,2,1.3382537080576722,0.0002032449503276764,0.0,1.3382623433393528,1.3382464799264957,0.00034149644199911575,0.0002595065945736662
2,3,1.949136917197801,0.0024921158090557985,0.0,1.9539128532818844,1.9510498522954323,0.0029395370357209014,0.0026748263559447875
3,4,2.499242951458652,0.01039255449089622,0.0,2.5149547915389556,2.5055281955365785,0.010853285211590557,0.01062028452863268
4,5,2.9832825911478715,0.02656858776021837,0.0,3.0152562169478934,2.996061361497783,0.026331383467778607,0.026690479303316538
5,6,3.3957756446605387,0.051105646101879336,0.0,3.4469130850630165,3.4162087761609228,0.04873625155417202,0.05074105796264752
6,7,3.7335411308834563,0.08113761108707954,0.0,3.8050099759044844,3.7621051627039392,0.0753146374787394,0.07996874623141301
7,8,3.9949021713143726,0.11281348935376313,0.0,4.086033296005812,4.031339623338737,0.10277651455502267,0.1106895171037526
8,9,4.180443111420324,0.1413600472844761,0.0,4.288175475535268,4.22353699815038,0.12737387752901766,0.13841956595879115
9,10,4.290795297878136,0.1615512000415671,0.0,4.409819508591464,4.338422237774485,0.14476958128367545,0.15808288142267105
10,11,4.32755895212937,0.16916679488110636,0.0,4.450385896019989,4.376713379695085,0.15101444664760685,0.16536013979830852
