,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.6554817739013928,1.4069578303156939e-31,0.0,0.655481773901393,0.655481773901393,9.440137193970024e-32,1.2521933905015759e-31
1,2,1.2969997501536745,0.00017735150697315507,0.0,1.2977507957517738,1.2972258570469364,0.00027195784101339664,0.00021111913295901626
2,3,1.889302081576461,0.002454667576380663,0.0,1.8956313654958719,1.8915214617377933,0.0025326765305920306,0.0025010507283657712
3,4,2.4225598197937224,0.01031907357133286,0.0,2.441914293866986,2.42925954035635,0.009238606531829265,0.010129324691186908
4,5,2.891574208389611,0.026220072027249335,0.0,2.9315024068143956,2.9052140209202064,0.02250591699773836,0.02553850547592941
5,6,3.290987004423901,0.04954093269004444,0.0,3.3558959573544302,3.3129854897965783,0.041315664988482534,0.04803894272809649
6,7,3.6178198495425815,0.07714680281644745,0.0,3.709277356686505,3.6486944455117167,0.06302039478038157,0.07466292262541689
7,8,3.870877051863353,0.1055830346500925,0.0,3.987837761285919,3.910280498440464,0.08540298700364019,0.10226296692085914
8,9,4.050661099610033,0.1308252539662221,0.0,4.188864627121216,4.0971751266992085,0.10513761361022111,0.1268444430448469
9,10,4.157918071020995,0.1486238113084665,0.0,4.309830523968921,4.20902658648641,0.11905215980518241,0.14420168939690012
10,11,4.193525929454401,0.15509552869289625,0.0,4.350287306759266,4.246261300678252,0.12427318260445475,0.15057588293249174
