,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.655481773901393,2.0261325443827862e-31,0.0,0.0,0.655481773901393,0.0,2.0262053415117935e-31
1,2,1.294599610356047,0.0003900717515748371,0.0,0.0,1.2946010830275612,0.0,0.0003901121624971093
2,3,1.8835096610462263,0.003416630705100931,0.0,0.0,1.8835090086440716,0.0,0.0034172156545847657
3,4,2.412573284949819,0.01261487071480571,0.0,0.0,2.4125736320513846,0.0,0.012616647361809084
4,5,2.8765094416505823,0.030197737605231124,0.0,0.0,2.8765110105059346,0.0,0.030201618468027106
5,6,3.2695155166615004,0.05491185791997175,0.0,0.0,3.269518954467942,0.0,0.05491936436699003
6,7,3.589002271776475,0.08319452803013114,0.0,0.0,3.5890074361350774,0.0,0.08320629643838641
7,8,3.835001934315471,0.11166502919001291,0.0,0.0,3.8350081912771525,0.0,0.11168113977362111
8,9,4.008898205845679,0.13642944972274382,0.0,0.0,4.008904943645635,0.0,0.13644977261447921
9,10,4.112146022503597,0.15363310846479375,0.0,0.0,4.112153122477196,0.0,0.15365637395454104
10,11,4.146386249652959,0.15994177127739392,0.0,0.0,4.14639321987652,0.0,0.15996568455934826
