,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.5359598892162171,6.31638794492955e-32,0.0,0.4141508234852586,0.5359598892162171,,6.407235469021668e-32
1,2,1.0511407439124403,0.0004930501175503894,0.0,0.8131475441101009,1.0511841450703812,,0.000495971681651696
2,3,1.5100173539614188,0.0040189606134872,0.0,1.175522431731898,1.5105075941119517,,0.003996076205027498
3,4,1.9049866761339862,0.01326896066226092,0.0,1.4947254558941654,1.9062602400659396,,0.013170269736409638
4,5,2.233137558855198,0.02597111974619137,0.0,1.757953092311004,2.2351303544275845,,0.025810190090113587
5,6,2.4966208061031616,0.03804521188739601,0.0,1.9760126562949838,2.499531231223095,,0.0380950570885418
6,7,2.706272961152674,0.05017194061059847,0.0,2.150757354145492,2.7099943522804235,,0.050523021556226
7,8,2.865100005128806,0.06093592378631704,0.0,2.285294273898589,2.869560725496574,,0.06168170788540499
8,9,2.9767121221146233,0.06989246689299848,0.0,2.380473256969244,2.981669506514385,,0.07098843522259016
9,10,3.0427623818311633,0.07600942390737372,0.0,2.437634717576736,3.0480570575129806,,0.07737931356884097
10,11,3.0646651157079265,0.07829834770195004,0.0,2.4565545399923754,3.070087108332067,,0.07976475129391433
