,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.6765259604935,2.723220413779321e-31,0.0,0.0,0.6765259604935,0.0,2.723661901782447e-31
1,2,1.3383020055239983,0.00036354132936086974,0.0,0.0,1.3383012139963006,0.0,0.00036359974534099567
2,3,1.9512293622733137,0.0032901249815288614,0.0,0.0,1.9512241826891155,0.0,0.003290133754934071
3,4,2.505226512735509,0.01240271075825708,0.0,0.0,2.5052141034267894,0.0,0.01240248440616414
4,5,2.9944015409558875,0.030380838946100712,0.0,0.0,2.994377926954943,0.0,0.030380094743109123
5,6,3.412272374175898,0.05689731820803767,0.0,0.0,3.4122379820917197,0.0,0.05689701106751916
6,7,3.7548655970140423,0.0885630408110647,0.0,0.0,3.7548221630095413,0.0,0.08856371249526283
7,8,4.020336617350749,0.12135335974915037,0.0,0.0,4.020285626210213,0.0,0.12135473515210629
8,9,4.2091310332123895,0.15054688018146842,0.0,0.0,4.209075455975819,0.0,0.15054941501496838
9,10,4.321602860219547,0.17096945736613042,0.0,0.0,4.3215445474377745,0.0,0.17097306913365345
10,11,4.3590348410758555,0.17843183140348334,0.0,0.0,4.3589760577108985,0.0,0.17843607039229117
