,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.5859526183035509,8.60568199712581e-32,0.0,0.5859526183035509,0.5859526183035509,,8.944450320256344e-32
1,2,1.1526950835016114,0.000453013265102213,0.0,1.1583331764031772,1.1531477035778759,,0.0004413983094781126
2,3,1.6647636449072731,0.0037881833782480055,0.0,1.6777520112447268,1.6658411803075837,,0.0036782711887158566
3,4,2.113206762916005,0.01345986027104184,0.0,2.1448570198582204,2.115771445389772,,0.013127778717441104
4,5,2.4939082817549925,0.029532082516359522,0.0,2.546480819795652,2.4981676450825314,,0.028802634196560414
5,6,2.8043764225669623,0.04815205557260339,0.0,2.8791695480525292,2.8104480867096333,,0.047055527394631994
6,7,3.0492306825925755,0.06662137189478297,0.0,3.147616321403362,3.0572138739501913,,0.06532356216586972
7,8,3.2347093814044174,0.08396730020368771,0.0,3.3533926973684296,3.2443637633501248,,0.08254293172591588
8,9,3.3642742035181414,0.09822900553507515,0.0,3.499414589044409,3.3753008894393672,,0.09678209041318377
9,10,3.4410282094875027,0.10805057756549265,0.0,3.5859677697927044,3.4528780407919166,,0.1065664261388734
10,11,3.4663840754851263,0.11164345456534597,0.0,3.614599669898923,3.4785079326077653,,0.11012637345539097
