,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.6365141682948129,1.1102230246251565e-16,0.0,0.0,0.6365141682948129
1,2,1.2354208739555077,0.0013000094216228941,0.0,0.0,1.2354208739555077
2,3,1.7875818060489805,0.006863269875785338,0.0,0.0,1.7875818060489805
3,4,2.285242120851488,0.019522192835034424,0.0,0.0,2.285242120851488
4,5,2.725074319703387,0.04084828596565515,0.0,0.0,2.725074319703387
5,6,3.1044935860013814,0.07017106634217996,0.0,0.0,3.1044935860013814
6,7,3.4231024214669996,0.10530975217679917,0.0,0.0,3.4231024214669996
7,8,3.680851311657396,0.14243713580585116,0.0,0.0,3.680851311657396
8,9,3.8789462028000257,0.17756481574487637,0.0,0.0,3.8789462028000257
9,10,4.018762285308767,0.20658095947430866,0.0,0.0,4.018762285308767
10,11,4.1018873105783555,0.22603091164004496,0.0,0.0,4.1018873105783555
11,12,4.129420305168249,0.23294097096080435,0.0,0.0,4.129420305168249
