,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.679193265991526,2.220446049250313e-16,0.0,0.0,0.679193265991526
1,2,1.3236625827923234,0.0012395575290899963,0.0,0.0,1.3236625827923234
2,3,1.9243344109255864,0.006556414390149978,0.0,0.0,1.9243344109255864
3,4,2.4729636486592086,0.018978110192422015,0.0,0.0,2.4729636486592086
4,5,2.9653402373231925,0.040891290618953136,0.0,0.0,2.9653402373231925
5,6,3.3968438307687587,0.07267526146934244,0.0,0.0,3.3968438307687587
6,7,3.765142967802663,0.11316293124194843,0.0,0.0,3.765142967802663
7,8,4.0677102536107945,0.15858279572557876,0.0,0.0,4.0677102536107945
8,9,4.303503453334038,0.20396104420369454,0.0,0.0,4.303503453334038
9,10,4.471664041759199,0.24287718692969662,0.0,0.0,4.471664041759199
10,11,4.572422267206557,0.2695699759412946,0.0,0.0,4.572422267206557
11,12,4.605909395278081,0.2790743396251756,0.0,0.0,4.605909395278081
