,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.6036372515003263,0.0,0.0,0.0,0.6036372515003263
1,2,1.168337278417787,0.0013484301820569922,0.0,0.0,1.168337278417787
2,3,1.6845760700032169,0.0070750581109058075,0.0,0.0,1.6845760700032169
3,4,2.1449600245152074,0.019716198589430967,0.0,0.0,2.1449600245152074
4,5,2.547061411412899,0.04008352752777711,0.0,0.0,2.547061411412899
5,6,2.8898361530984555,0.06674718311151295,0.0,0.0,2.8898361530984555
6,7,3.1743990895672503,0.0971452394525727,0.0,0.0,3.1743990895672503
7,8,3.4025381941910413,0.12802396433739638,0.0,0.0,3.4025381941910413
8,9,3.5769128424722094,0.15652045921899038,0.0,0.0,3.5769128424722094
9,10,3.699724983542982,0.1798099452989046,0.0,0.0,3.699724983542982
10,11,3.7727357995352033,0.19539229572936634,0.0,0.0,3.7727357995352033
11,12,3.796940285192579,0.20097598912517967,0.0,0.0,3.796940285192579
