,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.6615632381579823,-5.551115123125783e-17,0.0,0.0,0.6615632381579823
1,2,1.2868579768895028,0.0012630250855474312,0.0,0.0,1.2868579768895028
2,3,1.867098490021476,0.0066688769690443905,0.0,0.0,1.867098490021476
3,4,2.3944697229591583,0.019165560514795565,0.0,0.0,2.3944697229591583
4,5,2.865260662424391,0.04081880939262916,0.0,0.0,2.865260662424391
5,6,3.275777913152354,0.07158427471291162,0.0,0.0,3.275777913152354
6,7,3.6244857368695635,0.10987723654165649,0.0,0.0,3.6244857368695635
7,8,3.9097583419283537,0.15190239388471838,0.0,0.0,3.9097583419283537
8,9,4.131192548694091,0.19305721864357395,0.0,0.0,4.131192548694091
9,10,4.28862135579128,0.2278947657966377,0.0,0.0,4.28862135579128
10,11,4.38268995817462,0.25162935506595474,0.0,0.0,4.38268995817462
11,12,4.413912847618148,0.26013611088973576,0.0,0.0,4.413912847618148
