,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.4505612088663048,0.0,0.0,0.0,0.4505612088663048
1,2,0.8572651340738078,0.0015651034458282753,0.0,0.0,0.8572651340738078
2,3,1.2103368647602484,0.007336398943429634,0.0,0.0,1.2103368647602484
3,4,1.5084015506455088,0.01698814890552347,0.0,0.0,1.5084015506455088
4,5,1.7564766120956905,0.02846386607139495,0.0,0.0,1.7564766120956905
5,6,1.9623303716708462,0.04098930007209578,0.0,0.0,1.9623303716708462
6,7,2.130748600694043,0.053740458112121914,0.0,0.0,2.130748600694043
7,8,2.2650351308535814,0.0659271316942105,0.0,0.0,2.2650351308535814
8,9,2.367388302894245,0.07668281935642796,0.0,0.0,2.367388302894245
9,10,2.439457579943128,0.08536289366651495,0.0,0.0,2.439457579943128
10,11,2.4822486757128126,0.09112783036549299,0.0,0.0,2.4822486757128126
11,12,2.496430668833584,0.0931889495735625,0.0,0.0,2.496430668833584
