,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.39830711380528433,0.0,0.0,0.0,0.3983071138052843,0.0,0.0
1,2,0.7682170430876983,0.0,0.0,0.0,0.7684993812300345,0.0,0.0
2,3,1.0742297846988549,0.0,0.0,0.0,1.0751645591126286,0.0,0.0
3,4,1.312585598103643,0.0,0.0,0.0,1.313767811518488,0.0,0.0
4,5,1.5052989777895855,0.0,0.0,0.0,1.5067455151627274,0.0,0.0
5,6,1.661275483458652,0.0,0.0,0.0,1.6628024941921964,0.0,0.0
6,7,1.784325273830395,0.0,0.0,0.0,1.7857372233932969,0.0,0.0
7,8,1.8774795050094972,0.0,0.0,0.0,1.878772395518707,0.0,0.0
8,9,1.9429004508040162,0.0,0.0,0.0,1.9440290923124417,0.0,0.0
9,10,1.981545690492538,0.0,0.0,0.0,1.9825681498716172,0.0,0.0
10,11,1.9942764765985603,0.0,0.0,0.0,1.9952339628012306,0.0,0.0
