,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.5859526183035509,8.222316893264655e-32,0.0,0.5859526183035509,0.5859526183035509,,8.604109894860062e-32
1,2,1.1491736703709423,0.0004738690265987764,0.0,1.1546816987591808,1.1496111354194452,,0.0004634062194266566
2,3,1.6578908670092178,0.00391614342020371,0.0,1.6748943903883384,1.6592689157063287,,0.003822555133109959
3,4,2.1031167071281986,0.013525948899691309,0.0,2.1381235898762685,2.105936797235256,,0.013186655350958641
4,5,2.4809574417366993,0.02936167531634963,0.0,2.5387682898648616,2.4855867142231944,,0.028627169968461614
5,6,2.7905958458115996,0.04853218840745206,0.0,2.873387643304304,2.7972430856104653,,0.04740345607566764
6,7,3.035400432936475,0.06791123821515065,0.0,3.143193825875047,3.0440758049360963,,0.06651084139075684
7,8,3.2207214589457815,0.08589353247043956,0.0,3.350511355492914,3.231188508482422,,0.08430079164993287
8,9,3.350448812957387,0.10088702421729852,0.0,3.4974007109755494,3.362319907806109,,0.09918147941403695
9,10,3.4272378736311637,0.11114642288662134,0.0,3.584594519272821,3.439969380235598,,0.10935548403843137
10,11,3.452699837496078,0.11494178741369625,0.0,3.6134007867250606,3.46571080478765,,0.11310487906964796
