,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.3983071138052842,0.0,0.0,0.0,0.3983071138052842,0.0,0.0
1,2,0.7682170430876987,0.0,0.0,0.0,0.7684993812300346,0.0,0.0
2,3,1.0742297846988549,0.0,0.0,0.0,1.0751645591126289,0.0,0.0
3,4,1.3125855981036427,0.0,0.0,0.0,1.3137678115184879,0.0,0.0
4,5,1.5052989777895858,0.0,0.0,0.0,1.5067455151627278,0.0,0.0
5,6,1.661275483458652,0.0,0.0,0.0,1.6628024941921966,0.0,0.0
6,7,1.784325273830395,0.0,0.0,0.0,1.7857372233932973,0.0,0.0
7,8,1.8774795050094977,0.0,0.0,0.0,1.878772395518707,0.0,0.0
8,9,1.9429004508040162,0.0,0.0,0.0,1.9440290923124417,0.0,0.0
9,10,1.981545690492538,0.0,0.0,0.0,1.9825681498716168,0.0,0.0
10,11,1.9942764765985608,0.0,0.0,0.0,1.9952339628012306,0.0,0.0
