,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.6890092384766587,1.9043240240436777e-31,0.0,0.6890092384766587,0.6890092384766587,1.1544408994277663e-31,1.4780922896637713e-31
1,2,1.3597586003648734,0.00023508512292616632,0.0,1.3625440483287365,1.3613465439234356,0.00022011750636714234,0.00022801995880284608
2,3,1.9787048186996725,0.002686480830916734,0.0,1.9911096930453753,1.985776238720274,0.002314744044412293,0.00250989187187596
3,4,2.5357684138675376,0.011125287538168622,0.0,2.5661512808114835,2.553085477112721,0.009271539457611847,0.010308914229091278
4,5,3.0262002385987277,0.028401947757959633,0.0,3.0813726630021487,3.057646446754009,0.023129086554784475,0.026204036529726124
5,6,3.4444647463305587,0.05499331783049614,0.0,3.528908149650022,3.4925919359374453,0.04396078424414632,0.05060437789481457
6,7,3.7884101756305055,0.08891219285514314,0.0,3.9042917203370773,3.854450689054882,0.0704285091989091,0.08195944793467647
7,8,4.055893159746396,0.12575844078054926,0.0,4.20193482465266,4.139116685372514,0.09932770166415616,0.116382036965227
8,9,4.246604203601115,0.159599507148225,0.0,4.418075588381833,4.3443140217824,0.1262628960803398,0.14842928084515675
9,10,4.360446869578022,0.18377992021935977,0.0,4.549075562742898,4.467929966459218,0.1458897502455237,0.17164277109996653
10,11,4.398106560353389,0.1924425377299752,0.0,4.5932438684749455,4.509297079357163,0.15337735708354144,0.1802927384070968
