,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.5359598892162171,5.551115123125783e-17,0.0,,0.5359598892162171
1,2,1.0514452409047228,0.0005486284608966496,0.0,,1.0517131060189713
2,3,1.5113361750437464,0.004409086180532373,0.0,,1.5124503875028594
3,4,1.9064525276504583,0.014889696183007839,0.0,,1.9089739937663939
4,5,2.2348207782947553,0.030408523142527066,0.0,,2.2387297243253217
5,6,2.498110097305124,0.046933041593504754,0.0,,2.5038663359133135
6,7,2.7077415749946514,0.06430358375694656,0.0,,2.7153210390527516
7,8,2.8660055595855964,0.07995496565539284,0.0,,2.8752724865390604
8,9,2.9773437575962407,0.09294399905664719,0.0,,2.9879130155039193
9,10,3.04313650148638,0.10182822744042674,0.0,,3.05450389124516
10,11,3.0648490344648263,0.10510985818241458,0.0,,3.0764644500600182
