,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.6890092384766585,5.551115123125783e-17,0.0,0.6890092384766587,0.6890092384766587
1,2,1.3627287079970785,0.00021750243046003703,0.0,1.3655337569219663,1.3646710460313007
2,3,1.983541313474401,0.003146818230834292,0.0,1.9976013475711274,1.9928947582794159
3,4,2.54029181498965,0.012728345745322223,0.0,2.5760102369218507,2.5636805305107497
4,5,3.029856291851811,0.03235062485491902,0.0,3.094280465032205,3.071793876698411
5,6,3.445804729292857,0.062172038576777666,0.0,3.544679229201633,3.5098247436925765
6,7,3.786045324093526,0.09988961345620417,0.0,3.921947983741256,3.873641088360402
7,8,4.047374308492617,0.14083035114595077,0.0,4.22074501360808,4.15876893190799
8,9,4.23248680707095,0.17940011155022262,0.0,4.437712217763907,4.364145108784753
9,10,4.342304551338289,0.2068870753485399,0.0,4.569739674129883,4.4881657141648015
10,11,4.378437764977427,0.2166335250724103,0.0,4.61426142450796,4.529666676762665
