,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.6765259604934998,2.7755575615628914e-16,0.0,0.6765259604934999,0.6765259604935001
1,2,1.338551294054289,0.00022259371332511435,0.0,1.339089318150984,1.3386936156854696
2,3,1.9488739102252524,0.0028474763492893906,0.0,1.9574456549290986,1.9522267501826944
3,4,2.4984328240603446,0.012207827505950952,0.0,2.521016428638113,2.5070720421160035
4,5,2.9813175368887475,0.031975015268848495,0.0,3.022956138405182,2.9970435328636533
5,6,3.39033172647768,0.06242261058579501,0.0,3.4556376125491344,3.414987883577846
6,7,3.725095787168858,0.1007722004596836,0.0,3.8133247770171246,3.75826202859185
7,8,3.983553817829978,0.14174859169466636,0.0,4.094325865944064,4.025185353106988
8,9,4.166467682858035,0.1779271836740861,0.0,4.295598500573015,4.215076008072358
9,10,4.274144650341278,0.2023851455775727,0.0,4.414581678879671,4.327137789895713
10,11,4.309821251021516,0.21112257635172327,0.0,4.453558744094877,4.364154769902706
