,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.5859526183035509,-1.1102230246251565e-16,0.0,0.0,0.5859526183035509
1,2,1.1542280920690402,0.0004451697631537854,0.0,0.0,1.1542016366740946
2,3,1.6673216854953754,0.0039769349403342424,0.0,0.0,1.6675115938214722
3,4,2.116972130055934,0.014278770277694974,0.0,0.0,2.117277030936795
4,5,2.4985458677380485,0.03218560788942515,0.0,0.0,2.498962776015447
5,6,2.8093070375436806,0.054276845488542946,0.0,0.0,2.809927050922403
6,7,3.054693631755721,0.07801615349027635,0.0,0.0,3.0554782861468763
7,8,3.2404928466740452,0.10056803515836954,0.0,0.0,3.2414410223241807
8,9,3.3702587583203223,0.11928158402080591,0.0,0.0,3.371285219784397
9,10,3.446989296614177,0.1322369060347537,0.0,0.0,3.448078747430493
10,11,3.472489643673137,0.13700196527902797,0.0,0.0,3.473599640866137
