,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.39830711380528433,-2.7755575615628914e-17,0.0,0.018104868809331095,0.39830711380528433
1,2,0.7463201884843194,0.00197645494302523,0.0,0.03418809624996291,0.746256293590051
2,3,1.0347973069539274,0.007853095949966749,0.0,0.04727490345152378,1.0345285193644531
3,4,1.267971567456968,0.01513718902122263,0.0,0.05791127544463365,1.2674623969211098
4,5,1.4587734906042633,0.023552988935321206,0.0,0.06704925787272298,1.4580596898678402
5,6,1.6136349693287297,0.032508599736619015,0.0,0.07490780649233746,1.6127717542235052
6,7,1.7362986362296702,0.041145718984990864,0.0,0.08129886848915753,1.7353213173456006
7,8,1.8295214406649793,0.049040838711490675,0.0,0.08626963866951914,1.8284576424896144
8,9,1.8950062588538772,0.055496683762680465,0.0,0.0900579550105403,1.8939029633426137
9,10,1.9338455698207022,0.0598851031900689,0.0,0.09235975560275643,1.9327254921630537
10,11,1.9467209529614002,0.06151818923630925,0.0,0.09316116702872623,1.9455966563009999
