,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.655481773901393,-5.551115123125783e-17,0.0,0.6554817739013931,0.655481773901393
1,2,1.297670385140117,0.00021284706965229994,0.0,1.2976299294493459,1.2975586269228159
2,3,1.8910640862171122,0.0028751323952120877,0.0,1.8882475476374818,1.8904955082739536
3,4,2.4251807739789886,0.011912127226333169,0.0,2.425340988301179,2.4260543379921704
4,5,2.896226422951346,0.030394290457081752,0.0,2.90481485297769,2.899838795288204
5,6,3.298404662320005,0.0565763689902532,0.0,3.3244892247137696,3.3085028570371886
6,7,3.628153790638632,0.087616988128417,0.0,3.6768674836716504,3.6465175019944227
7,8,3.884099042159798,0.12026685952820237,0.0,3.9581665327150373,3.9116578274058496
8,9,4.065872145853441,0.1488939805577374,0.0,4.163683484399367,4.101949696399847
9,10,4.174843837832224,0.16869863192950874,0.0,4.287538371919215,4.2163045838014055
10,11,4.211190463393001,0.1758098176982692,0.0,4.328723846422128,4.254441969238815
