,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.6931471805599455,-5.551115123125783e-17,0.0,0.6931471805599454,0.6931471805599455
1,2,1.382094085442542,3.929520211842785e-05,0.0,1.3841468885987216,1.3824763291127926
2,3,2.0306064288289916,0.0016790927963263869,0.0,2.0465377675912735,2.0339298640410095
3,4,2.6295601603438326,0.008017660811783678,0.0,2.6661139572880166,2.6368242658853633
4,5,3.172229743710431,0.022423193988220902,0.0,3.2356921040142614,3.1842473291878495
5,6,3.6511496789936744,0.04614973603097283,0.0,3.7472077271106192,3.6689607737984717
6,7,4.0594855174373174,0.07809295984807818,0.0,4.187666244111933,4.083277497699591
7,8,4.388373712664618,0.11436510097805197,0.0,4.5480547653312,4.418223134231817
8,9,4.631294193040386,0.15002913806328166,0.0,4.818995517385457,4.666506278361024
9,10,4.779950004745608,0.17616592064208447,0.0,4.9873706701155385,4.818993403025548
10,11,4.830052930164662,0.18607938599809515,0.0,5.044790805795934,4.870492875707852
