,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.535959889216217,5.551115123125783e-17,0.0,,0.5359598892162171
1,2,1.0514719354264803,0.0005489049842513083,0.0,,1.051603913848721
2,3,1.5113462489160283,0.004408539873053119,0.0,,1.5120520091500478
3,4,1.9064424471412782,0.01489034273929768,0.0,,1.908158626736105
4,5,2.2347762124204222,0.030409733432856356,0.0,,2.2374853043557548
5,6,2.498028950743947,0.04692727974586308,0.0,,2.5021831400314376
6,7,2.707632511086602,0.06428236258805331,0.0,,2.713174367518922
7,8,2.8658796385162244,0.07991223440517103,0.0,,2.8726829330575065
8,9,2.9772019856583367,0.09287917851785643,0.0,,2.9849412120114205
9,10,3.042995960710448,0.10175130018462575,0.0,,3.0513000209974313
10,11,3.064705310264563,0.10502701756206889,0.0,,3.073190813444879
