,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.6554817739013928,1.1102230246251565e-16,0.0,0.0,0.6554817739013928
1,2,1.296128395130397,0.0003887068807166827,0.0,0.0,1.2961130258677132
2,3,1.884195594486604,0.003790270469495205,0.0,0.0,1.8841196609802733
3,4,2.4107544635019766,0.014387800201458134,0.0,0.0,2.4107717970878153
4,5,2.872533178391015,0.035304684893272764,0.0,0.0,2.8726605149856095
5,6,3.2643387664532604,0.06481176849516324,0.0,0.0,3.2646904944629203
6,7,3.5828923617005772,0.09889233899497718,0.0,0.0,3.5834345848451195
7,8,3.8286458158326457,0.13377313496155807,0.0,0.0,3.829301162712096
8,9,4.002646479507646,0.16411084241043028,0.0,0.0,4.003358928573786
9,10,4.105744127309982,0.18477160518228075,0.0,0.0,4.106471531441496
10,11,4.139730836429756,0.19230057784609045,0.0,0.0,4.14043488921529
