,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.6765259604935001,-2.7755575615628914e-16,0.0,0.0,0.6765259604935001
1,2,1.3395147231745497,0.000322951022725837,0.0,0.0,1.3396065422025383
2,3,1.9546068577969333,0.0030911613814916805,0.0,0.0,1.9548136079101601
3,4,2.5097175484191454,0.011871802237051199,0.0,0.0,2.5099498257443336
4,5,3.0000774816606826,0.030021267179744626,0.0,0.0,3.0003637618301764
5,6,3.4190011126140774,0.05754660157121094,0.0,0.0,3.4193774465419593
6,7,3.7628915449264295,0.09174725843871379,0.0,0.0,3.7634437534379397
7,8,4.02975406416113,0.12816986984918444,0.0,0.0,4.030549913749057
8,9,4.219804508246125,0.16121028330270093,0.0,0.0,4.2208183226959175
9,10,4.333105124255263,0.1843898518079925,0.0,0.0,4.3342322552172545
10,11,4.370868507044411,0.19296379325510316,0.0,0.0,4.372020580204664
