,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.6765259604934999,0.0,0.0,0.6765259604934999,0.6765259604935001
1,2,1.33861117058502,0.0002200056063668132,0.0,1.3389550929594718,1.3386672241291484
2,3,1.9489923695198224,0.0028429669876466335,0.0,1.9570526584275865,1.9521628487184068
3,4,2.4989317752040887,0.012151896314730237,0.0,2.519314095088234,2.506944457954977
4,5,2.9820118863026592,0.03174481594945888,0.0,3.02023484763474,2.9968821142496624
5,6,3.391223077733588,0.06186859647143095,0.0,3.45200783077916,3.414861951790399
6,7,3.7262086190611896,0.09979932635626021,0.0,3.8087388118268772,3.7581541581611
7,8,3.984858535646548,0.14033935550435928,0.0,4.088913920311425,4.025061133236243
8,9,4.167834723263591,0.17610999896401935,0.0,4.28983574511607,4.2150006064042405
9,10,4.275486344981341,0.20031899122610852,0.0,4.408722959515003,4.3270866918297495
10,11,4.3111628180408035,0.20900685659275453,0.0,4.447721209949232,4.364129048490941
