,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.47413931305783763,-1.3877787807814457e-16,0.0,0.0,0.47413931305783763
1,2,0.9266965923885936,0.0005423300538834885,0.0,0.0,0.926633440645039
2,3,1.3178416236075388,0.004648640178286367,0.0,0.0,1.3176244395885721
3,4,1.6422867965067973,0.013848099137948378,0.0,0.0,1.642111173135238
4,5,1.899462846728145,0.02408215926442958,0.0,0.0,1.8993615064740208
5,6,2.107346171230292,0.03567501310636256,0.0,0.0,2.1073465506421543
6,7,2.2711932882179617,0.0471059358598529,0.0,0.0,2.2712513922122617
7,8,2.3951798967002156,0.057502896180299246,0.0,0.0,2.395280084224648
8,9,2.48198438771164,0.06579668004457595,0.0,0.0,2.4821192982796765
9,10,2.5333839694338813,0.07134230943665099,0.0,0.0,2.533534442375554
10,11,2.550399494386204,0.07335490310452997,0.0,0.0,2.550568229014967
