,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.6254913597255729,1.6653345369377348e-16,0.0,0.6254913597255729,0.6254913597255729
1,2,1.2335491662388325,0.0004631513043682478,0.0,1.2390097868132546,1.2343754538536746
2,3,1.7887330211561128,0.004000243667435566,0.0,1.807022679474008,1.791720390404583
3,4,2.279691362179688,0.014807554114823596,0.0,2.3210110998666122,2.28689142920623
4,5,2.7038863677803557,0.03590647823964499,0.0,2.7831905930709646,2.7177390763036047
5,6,3.055247086934835,0.06477484927119193,0.0,3.179454609524348,3.076458921113061
6,7,3.335891419433809,0.09738068472788086,0.0,3.5083743771926263,3.3649199990793943
7,8,3.547967097865402,0.12881534232565528,0.0,3.7651063404833187,3.584472101448811
8,9,3.6963983053537315,0.15512464771037493,0.0,3.9469634747596376,3.7386010168411414
9,10,3.783311983102842,0.1726398104094251,0.0,4.056342448938016,3.829286748112266
10,11,3.811974587768396,0.178890266965956,0.0,4.092878384061252,3.859244199361489
