,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.6254913597255729,1.6653345369377348e-16,0.0,0.6254913597255728,0.6254913597255729
1,2,1.2335064065264512,0.0004643161136659302,0.0,1.2387122545197173,1.2342941062158943
2,3,1.7886742207875632,0.003999672144628708,0.0,1.805881482848571,1.7914844326701622
3,4,2.2795799013321516,0.014805988838895168,0.0,2.3187318341716483,2.2863770141796236
4,5,2.7037397568847172,0.03589609276275407,0.0,2.779054319820346,2.7167927579514477
5,6,3.0550909848901937,0.06474493393532299,0.0,3.1731096496389655,3.075001140548326
6,7,3.3357067608615556,0.09733747234569812,0.0,3.5003519463755177,3.363006597455609
7,8,3.547775638764741,0.12875364017160607,0.0,3.7560184031782007,3.5822164186351744
8,9,3.6961990357262637,0.15504877018272367,0.0,3.9374219064440883,3.7361287620318184
9,10,3.783112422474106,0.17255246123280088,0.0,4.046713181643269,3.826720357941817
10,11,3.81178258694466,0.17879489429318873,0.0,4.083305577957384,3.856656810667021
