,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.6791932659915259,4.132641789141807e-30,0.0,0.0,0.6791932659915259,0.0,4.132588294337545e-30
1,2,1.3424620913492709,0.0002992473790864732,0.0,0.0,1.3424624019735107,0.0,0.0002992341673644502
2,3,1.9617950905706814,0.0027303376400364455,0.0,0.0,1.96179591579766,0.0,0.002730301533171526
3,4,2.5287283813462698,0.010450996685851477,0.0,0.0,2.528730130300133,0.0,0.010450947166163549
4,5,3.038155295718515,0.025871198858123202,0.0,0.0,3.0381580925756952,0.0,0.025871099432552377
5,6,3.4842638483330393,0.04946227010765226,0.0,0.0,3.4842675302121635,0.0,0.04946204506231987
6,7,3.864214081985882,0.07989565481023216,0.0,0.0,3.8642184944219546,0.0,0.0798953039695442
7,8,4.175454864513472,0.114212782910323,0.0,0.0,4.175459918633749,0.0,0.11421230183124025
8,9,4.417175270785924,0.14837256074292393,0.0,0.0,4.417180789040649,0.0,0.14837195222892444
9,10,4.589073544359894,0.1778082544762637,0.0,0.0,4.589079378965479,0.0,0.17780747023045324
10,11,4.691845155635034,0.19806564927932943,0.0,0.0,4.691851148721418,0.0,0.1980646999970483
11,12,4.725967170063746,0.20535811919536764,0.0,0.0,4.7259732126120175,0.0,0.20535710128072932
