,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.6896709283570266,3.418288806414793e-30,0.0,0.0,0.6896709283570266,0.0,3.418247563350738e-30
1,2,1.3724260788216531,3.376815637998056e-05,0.0,0.0,1.3724261781593114,0.0,3.3769077154849825e-05
2,3,2.039015708047256,0.00043838031337001477,0.0,0.0,2.0390160097762617,0.0,0.00043838547257833997
3,4,2.666915694822737,0.003167720669856202,0.0,0.0,2.6669161451503087,0.0,0.0031677649654579107
4,5,3.2632222011227747,0.010669231279101082,0.0,0.0,3.263222793026476,0.0,0.010669369995581284
5,6,3.8060088259750517,0.025563702692448283,0.0,0.0,3.8060096224325135,0.0,0.025564095155661083
6,7,4.29292661987051,0.05063852886858717,0.0,0.0,4.292927955752478,0.0,0.05063936132672971
7,8,4.705726509682225,0.08579697615252979,0.0,0.0,4.705728481932828,0.0,0.08579825655408528
8,9,5.039049491544179,0.12826575091635348,0.0,0.0,5.039052215861043,0.0,0.1282674572088366
9,10,5.28072235336997,0.1698988779970726,0.0,0.0,5.280725711738446,0.0,0.1699011290583702
10,11,5.428221703446493,0.20138626937837997,0.0,0.0,5.428225345861053,0.0,0.20138898609515066
11,12,5.476963991809395,0.21302549002768492,0.0,0.0,5.476967636961788,0.0,0.21302836672019834
