,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.5947805429151685,2.602374673835757e-30,0.0,4.103222140069175e-07,0.5947807480762755,,2.602336206821254e-30
1,2,1.177780466585255,0.00018601026019385812,0.0,8.097922417292341e-07,1.1777814174986327,,0.00018600618137479909
2,3,1.727528183286034,0.0018243591285341098,0.0,1.18851501219656e-06,1.727530128231688,,0.00182435347966943
3,4,2.233941917791328,0.0073440148458011395,0.0,1.5417806769715095e-06,2.233944935982459,,0.007344034664173353
4,5,2.694921450013603,0.018618736464015413,0.0,1.8570360999655927e-06,2.694925563264519,,0.018618782512337537
5,6,3.1026525678580104,0.036237322135572014,0.0,2.1425837260543694e-06,3.1026575982239075,,0.03623733553355448
6,7,3.4550154559843214,0.05977927416182036,0.0,2.3854713308512535e-06,3.4550212363942183,,0.05977918584746354
7,8,3.7469751723322458,0.08744673964943057,0.0,2.5966821799364977e-06,3.746981586028524,,0.08744652779988545
8,9,3.9769052028307987,0.11640723196036569,0.0,2.760636150132211e-06,3.976912153773165,,0.11640688070809639
9,10,4.141926033439239,0.14243956550043127,0.0,2.888609758532562e-06,4.141933425119058,,0.14243910252630398
10,11,4.241467823705806,0.16099851587790862,0.0,2.9613292651643474e-06,4.24147549407882,,0.16099798016580325
11,12,4.274527358893218,0.16777746025144766,0.0,2.9904850376024596e-06,4.27453512030024,,0.16777688205621433
