,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.6931471805599453,2.6518623272467657e-30,0.0,0.0,0.6931471805599452,0.0,2.6518375715754235e-30
1,2,1.3793798634314784,3.4093237796619723e-05,0.0,0.0,1.3793801588861732,0.0,3.4089719994657175e-05
2,3,2.030566369910057,0.0012406748716800038,0.0,0.0,2.030567090514646,0.0,0.001240664186958179
3,4,2.6377425661567764,0.006092440481934875,0.0,0.0,2.637744351382769,0.0,0.006092340943741992
4,5,3.1956569427398347,0.01679549452376784,0.0,0.0,3.195659934503694,0.0,0.016795198645418757
5,6,3.696668658501205,0.03431560986051912,0.0,0.0,3.6966727575040337,0.0,0.03431492189342859
6,7,4.135717091027931,0.0584339398811557,0.0,0.0,4.135722382524314,0.0,0.05843257033569432
7,8,4.506439289259886,0.08768583719174222,0.0,0.0,4.5064458083876735,0.0,0.08768362046858343
8,9,4.803542953322863,0.11908977691061698,0.0,0.0,4.803550676683562,0.0,0.11908657906456661
9,10,5.02084042769484,0.1480891961093502,0.0,0.0,5.020848998953514,0.0,0.14808511543211997
10,11,5.153624481673476,0.16909017623607397,0.0,0.0,5.153633538219671,0.0,0.16908541837064864
11,12,5.198139515820984,0.1768471603172539,0.0,0.0,5.198148701815432,0.0,0.17684213809913554
