,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.4505612088663048,8.137041541369553e-32,0.0,0.0,0.4505612088663048,0.0,8.146853062961788e-32
1,2,0.876933868318501,0.0004746181091374601,0.0,0.0,0.8770535897745982,0.0,0.00047024978532438186
2,3,1.2482349918197164,0.0037323922263731678,0.0,0.0,1.2484844877808683,0.0,0.003719645286254422
3,4,1.5591139899107762,0.01039577700829804,0.0,0.0,1.5594516931210811,0.0,0.010381669332277006
4,5,1.8127000505729884,0.017624890653937707,0.0,0.0,1.813052639265826,0.0,0.017607534066327576
5,6,2.0213864759964344,0.025068123694824022,0.0,0.0,2.021717811735917,0.0,0.025047007010624726
6,7,2.19120397565546,0.0324158133346965,0.0,0.0,2.1914901827098388,0.0,0.03239866992016091
7,8,2.3261079553088493,0.03928315114975592,0.0,0.0,2.3263448949029684,0.0,0.039273082822908804
8,9,2.428596423732451,0.04527608515329939,0.0,0.0,2.4287824446095456,0.0,0.045272283848976906
9,10,2.500617812175993,0.05014525566548063,0.0,0.0,2.5007622721035103,0.0,0.05014301319291454
10,11,2.543349970495914,0.05341663341792784,0.0,0.0,2.543465918011188,0.0,0.053414938981380354
11,12,2.5575118990710144,0.05463224294283627,0.0,0.0,2.5576178006898056,0.0,0.054631476841725285
