,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.6615632381579821,3.42634735430267e-30,0.0,0.0,0.6615632381579821,0.0,3.4261672035417496e-30
1,2,1.3057335938646182,0.000315152375603118,0.0,0.0,1.305733602913048,0.0,0.0003151603136573897
2,3,1.904708161314738,0.0028070477775936483,0.0,0.0,1.9047078457956204,0.0,0.002807075824787574
3,4,2.450369319382451,0.010601525175798734,0.0,0.0,2.4503683307249378,0.0,0.010601590241661284
4,5,2.9379440498100857,0.025805960974909795,0.0,0.0,2.9379421702435575,0.0,0.025806052955706656
5,6,3.3624752185121114,0.048425798330206826,0.0,0.0,3.3624727036963478,0.0,0.048426098694793404
6,7,3.7220325813079476,0.0767954447562987,0.0,0.0,3.72202965898555,0.0,0.0767960924017235
7,8,4.015024543126362,0.10791962433370893,0.0,0.0,4.015021292161333,0.0,0.10792062703757681
8,9,4.2414797065398195,0.13822508455287202,0.0,0.0,4.241476288521975,0.0,0.13822647272699676
9,10,4.4019540239417365,0.164011923984575,0.0,0.0,4.4019507006523675,0.0,0.16401369179255512
10,11,4.4976072420495,0.1816768354812908,0.0,0.0,4.497604023542979,0.0,0.1816788630671055
11,12,4.52932703474126,0.1880819843785304,0.0,0.0,4.529323870430043,0.0,0.188084103668957
