,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.5623351446188084,1.3727186310667615e-31,0.0,0.0,0.5623351446188085,0.0,1.3729043359936996e-31
1,2,1.103411303857578,0.00041978491146854114,0.0,0.0,1.103409292934566,0.0,0.00041987615780493846
2,3,1.594157074116796,0.0033701395407466804,0.0,0.0,1.5941574235123905,0.0,0.0033711173542433437
3,4,2.0271800199139305,0.011415125528415492,0.0,0.0,2.0271787049170045,0.0,0.01141858735856454
4,5,2.399234603386878,0.02448096644184417,0.0,0.0,2.399232186634579,0.0,0.0244879191070767
5,6,2.710643139781682,0.040310197427328845,0.0,0.0,2.71063885611583,0.0,0.04032061246007761
6,7,2.9650355228847554,0.05661947507733716,0.0,0.0,2.965028045028139,0.0,0.05663228015468823
7,8,3.1675375717424292,0.07241268682716136,0.0,0.0,3.1675274400579467,0.0,0.07242677275186023
8,9,3.321759827799848,0.08673712464939093,0.0,0.0,3.321747347636875,0.0,0.0867512990388644
9,10,3.4301697193083145,0.09850317526870708,0.0,0.0,3.4301550392166322,0.0,0.09851706986992374
10,11,3.4945113434741772,0.10650604522238569,0.0,0.0,3.4944957987639915,0.0,0.10652026523771414
11,12,3.5158264132944423,0.10944157748214747,0.0,0.0,3.515810175652451,0.0,0.10945559031000937
