,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.6254913597255731,-1.1102230246251565e-16,0.0,0.0,0.6254913597255731
1,2,1.2092502375774985,0.0015770278218911749,0.0,0.0,1.2092502375774985
2,3,1.7408629559483817,0.00826342885892073,0.0,0.0,1.7408629559483817
3,4,2.2117811214625758,0.023042638937121218,0.0,0.0,2.2117811214625758
4,5,2.618848398020044,0.0469401918340866,0.0,0.0,2.618848398020044
5,6,2.9599215527539102,0.07810311085160748,0.0,0.0,2.9599215527539102
6,7,3.2353881626730274,0.11307683046338468,0.0,0.0,3.2353881626730274
7,8,3.4462786270504524,0.1471628320830014,0.0,0.0,3.4462786270504524
8,9,3.5948422694503304,0.176090485648551,0.0,0.0,3.5948422694503304
9,10,3.682915717858578,0.195741110270518,0.0,0.0,3.682915717858578
10,11,3.7121069662538817,0.20286493379120785,0.0,0.0,3.7121069662538817
