,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.4741393130578376,-1.1102230246251565e-16,0.0,0.0,0.4741393130578376
1,2,0.9008432185489667,0.001841583757733467,0.0,0.0,0.9008432185489667
2,3,1.2691683159609832,0.008646977475574857,0.0,0.0,1.2691683159609832
3,4,1.5770259886823557,0.020054400659530458,0.0,0.0,1.5770259886823557
4,5,1.829443709254233,0.03361308834633725,0.0,0.0,1.829443709254233
5,6,2.03455785221539,0.048255988708838515,0.0,0.0,2.03455785221539
6,7,2.1973970228724706,0.06281517436523387,0.0,0.0,2.1973970228724706
7,8,2.3212422771926464,0.0761843449925328,0.0,0.0,2.3212422771926464
8,9,2.4081763878656055,0.0871164800058688,0.0,0.0,2.4081763878656055
9,10,2.4597536188344145,0.09458983908289564,0.0,0.0,2.4597536188344145
10,11,2.4767873214908747,0.09732478798974054,0.0,0.0,2.4767873214908747
