,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.655481773901393,-5.551115123125783e-17,0.0,0.655481773901393,0.655481773901393,-1.6653345369377348e-16,-5.551115123125783e-17
1,2,1.2717227859880529,0.0014427838752895106,0.0,1.2770317611957132,1.2734106083078676,0.0011209523879465166,0.0013466022265691269
2,3,1.8393791633997554,0.007500244369845088,0.0,1.8542502065262414,1.8441075699996368,0.005914272172709012,0.007044219323898204
3,4,2.349385195912141,0.021320828094167688,0.0,2.3796517461563185,2.359009694249271,0.016656736724934618,0.02003743772024702
4,5,2.797975453520542,0.045108234586805906,0.0,2.8492919417475346,2.814294572902786,0.03477465997427842,0.042395597389641715
5,6,3.180990843440063,0.07845927350166093,0.0,3.2578605041105915,3.205436483052848,0.059483562987248106,0.07371044172615449
6,7,3.496513423079369,0.11882288383220718,0.0,3.6012969132096915,3.529836330447414,0.08908206804393792,0.11175249474367988
7,8,3.7424184177959483,0.1608488952143965,0.0,3.874448369662033,3.7844063393721075,0.12014364948031542,0.15169349731711357
8,9,3.9181017117507757,0.19833104479559083,0.0,4.073047040440726,3.9673773321493253,0.148261601740181,0.1876262715866197
9,10,4.023335447297391,0.22461861443862574,0.0,4.193342964910163,4.077401310368438,0.1682260126942623,0.2129661003129364
10,11,4.058335383491121,0.23420862360048034,0.0,4.233718216535305,4.114110768948214,0.17573687477452893,0.2222980996919901
