,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.5359598892162172,-1.6653345369377348e-16,0.0,0.0,0.5359598892162172
1,2,1.0267047602165076,0.0017298566124284154,0.0,0.0,1.0267047602165076
2,3,1.4612668484272946,0.008653974363108663,0.0,0.0,1.4612668484272946
3,4,1.8340703674912737,0.022048019836273802,0.0,0.0,1.8340703674912737
4,5,2.1461838060538043,0.04042160783681137,0.0,0.0,2.1461838060538043
5,6,2.4008560586284458,0.06096516472587332,0.0,0.0,2.4008560586284458
6,7,2.603424039986132,0.08190042583039148,0.0,0.0,2.603424039986132
7,8,2.7575957851357424,0.10140152815167092,0.0,0.0,2.7575957851357424
8,9,2.86600528137449,0.1176452086178088,0.0,0.0,2.86600528137449
9,10,2.9303326227433226,0.12875425936723772,0.0,0.0,2.9303326227433226
10,11,2.9516427703052277,0.13281433879451754,0.0,0.0,2.9516427703052277
