,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.5859526183035509,5.551115123125783e-17,0.0,0.0,0.5859526183035509
1,2,1.1284922897366525,0.001648057648158563,0.0,0.0,1.1284922897366525
2,3,1.6166883851161218,0.008526959976079329,0.0,0.0,1.6166883851161218
3,4,2.042858601294033,0.023019583555380585,0.0,0.0,2.042858601294033
4,5,2.4054681780678453,0.04497444273377127,0.0,0.0,2.4054681780678453
5,6,2.7047292981067406,0.07170118467112019,0.0,0.0,2.7047292981067406
6,7,2.9434143383460376,0.0999816098425832,0.0,0.0,2.9434143383460376
7,8,3.1249811075149734,0.12669182216543007,0.0,0.0,3.1249811075149734
8,9,3.25252972703203,0.14900883239259244,0.0,0.0,3.25252972703203
9,10,3.328176631900998,0.16415060088757016,0.0,0.0,3.328176631900998
10,11,3.3532359228638544,0.16966097038530314,0.0,0.0,3.3532359228638544
