,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.6931471805599454,1.1102230246251565e-16,0.0,0.0,0.6931471805599454
1,2,1.3582705699882331,0.0011179428011984793,0.0,0.0,1.3582705699882331
2,3,1.9850685961303527,0.005692630531040521,0.0,0.0,1.9850685961303527
3,4,2.563363032671162,0.0162458891547681,0.0,0.0,2.563363032671162
4,5,3.087890431674023,0.03507753690584359,0.0,0.0,3.087890431674023
5,6,3.5505640325140972,0.06296138894771985,0.0,0.0,3.5505640325140972
6,7,3.945671055911324,0.09965362521325005,0.0,0.0,3.945671055911324
7,8,4.264853964715633,0.14143282608293717,0.0,0.0,4.264853964715633
8,9,4.5010747837049285,0.18232846910641598,0.0,0.0,4.5010747837049285
9,10,4.646188422007815,0.2127858068831081,0.0,0.0,4.646188422007815
10,11,4.695368732851189,0.2244535136568615,0.0,0.0,4.695368732851189
