,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.3983071138052843,0.0,0.0,0.018104868809331102,0.3983071138052843,0.006883511766664896,0.0
1,2,0.7463201884843191,0.001976454943025452,0.0,0.03430680953173405,0.7462651267254957,0.024720600033850938,0.00197004960437297
2,3,1.0347973069539271,0.007853095949967193,0.0,0.04777457981113337,1.0345683104728332,0.04794386599211442,0.00780885254613195
3,4,1.267971567456968,0.015137189021222852,0.0,0.059003884112776094,1.2675481005570368,0.07320195685049463,0.015018809743595707
4,5,1.4587734906042633,0.023552988935320762,0.0,0.068612522917928,1.4581805405433743,0.09915754938455883,0.023330660566282635
5,6,1.6136349693287297,0.03250859973661857,0.0,0.07652487859012806,1.6128927784220783,0.12363499042673114,0.0321771966812876
6,7,1.7362986362296697,0.0411457189849922,0.0,0.08314316909266069,1.7354581359393342,0.14637340400188933,0.040726126297846665
7,8,1.8295214406649793,0.049040838711490675,0.0,0.08825536014111698,1.8286042736725294,0.1654225197483801,0.04855601375048346
8,9,1.8950062588538772,0.055496683762680465,0.0,0.09196560368281313,1.8940400275828,0.1801142724935556,0.054972611810364835
9,10,1.9338455698207022,0.0598851031900689,0.0,0.09404492959894759,1.9328414845750126,0.1886541143936911,0.059335146656930515
10,11,1.9467209529614002,0.06151818923630925,0.0,0.09474719485603994,1.9457035641286604,0.19160040382209612,0.060960170416228365
