,sizes,Kin,Kin2,Int,Kin_loc,Kin2_loc,Int_loc,Sq0
0,14,0.09236827371810125,0.42000747075672745,0.03334949026941271,0.024686459547206375,0.11225171824693926,0.008913026186549646,0.18899492034151663
1,16,0.09040924106101475,0.4044673643578928,0.02993123240005037,0.02260231026525354,0.1011168410894731,0.007482808100012716,0.16907616759398003
2,18,0.08415251166592802,0.3931622545672375,0.029629807259613207,0.01983493721761921,0.09266923210369506,0.00698381254617431,0.15292886109676918
3,20,0.08732394549630888,0.3828462714815729,0.028994251026405658,0.019526227819323467,0.08560702879651362,0.006483311625173409,0.14040358057204758
4,22,0.08259549858372106,0.3811549770642547,0.02824714971965378,0.017609419465798228,0.0812625141526054,0.006022312555233656,0.13054445846189514
5,24,0.08486229032164846,0.3753863213619961,0.02780488210339872,0.01732244247433077,0.07662541197977651,0.005675647792626099,0.12295118606088179
