,sizes,Kin,Kin2,Int,Kin_loc,Kin2_loc,Int_loc,Sq0
0,14,0.003265236511056744,0.06752244614560084,0.0004443481694859081,0.00023323117936119476,0.004823031867542912,3.173915496327973e-05,0.014504495605415476
1,16,0.003227284990153778,0.06287085384436293,0.0003908491254789515,0.00020170531188461012,0.003929428365272677,2.442807034243444e-05,0.012393181153784221
2,18,0.00279991972220484,0.06042073673723608,0.00035517802485081487,0.000155551095678046,0.0033567075965131097,1.9732112491712373e-05,0.010147319355413286
3,20,0.0029358517053734235,0.05738495361983392,0.0003367480951746864,0.00014679258526867253,0.002869247680991694,1.6837404758733967e-05,0.008534106213385278
4,22,0.0026895687248945214,0.056476823569295634,0.000316103637313042,0.00012225312385884336,0.0025671283440588943,1.4368347150588537e-05,0.007318481881825919
5,24,0.0027782779421278827,0.05507634684252327,0.00030618586731757464,0.0001157615809219971,0.002294847785105127,1.2757744471545082e-05,0.006441868192946258
